"created_at,""text""";;;
"Fri Nov 13 21:30:37 +0000 2015,""Treat yourself don't be weak on yourself #papi #boom #cuteassboys #ue #tmobile @ City of Mount� https://t.co/V5wXD8vhh7""";;;
"Fri Nov 13 22:07:49 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:38:41 +0000 2015,""@JohnLegere @verizon So true. Though, might I suggest something? Get rid of or reduce your SIM Swap fee. (1 of 2)""";;;
"Fri Nov 13 19:14:34 +0000 2015,""@JohnLegere Can you help me? Your tech team can't. Switched to @TMobile 14 days ago, can't receive incoming calls. 7 techs   still waiting.""";;
"Fri Nov 13 20:38:32 +0000 2015,""RT @TMobile: #BingeOn will start w/ @Netflix, @HBONow, @Hulu, @Sling, @ESPN, @Showtime, @Vudufans   more. It's open to ALL services that wa�""";;
"Fri Nov 13 20:40:49 +0000 2015,""@Hoaxer1 @comcast comcast is the worst.""";;;
"Fri Nov 13 20:12:49 +0000 2015,""RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE""";;;
"Fri Nov 13 23:52:28 +0000 2015,""@thinkjose @ATT thanks. Thats kinda what i thought, but most folks I know are on Verizon.""";;;
"Fri Nov 13 22:34:59 +0000 2015,""I just entered to WIN TMN's """" Plus Membership """" via    - Enter Here:  https://t.co/IwD2HKJorN #Cars #Rich #Amazing #Visit #Billionaire""";;;
"Fri Nov 13 22:54:08 +0000 2015,""RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN�""";;;
"Fri Nov 13 23:35:10 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 18:13:01 +0000 2015,""So I called Comcast once again I was placed on hold for 30 mins only to have my called disconnected  @comcast @comcastcares""";;;
"Fri Nov 13 20:22:07 +0000 2015,""@verizon what's the go 90 deal for free data for 3 months?""";;;
"Fri Nov 13 20:10:46 +0000 2015,""@StoneColdFemme Sorry for the inconvenience. It's a technical issue that we've been trying to fix w/ our IT dept and @Verizon.""";;;
"Fri Nov 13 21:34:24 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:05:08 +0000 2015,"".@verizon Offers High-Speed Global Roaming for $10 a Day. International or domestic - we can help you with #mobility https://t.co/hJXlT0e8bg""";;;
"Fri Nov 13 18:39:34 +0000 2015,""@JohnLegere @verizon @DavidGoldmanCNN THEY ADMIT IS THEIR MISTAKE, BUT CANT CORRECT IT SO I WILL HAVE TO PAY THAT BILL ON NOV 23 NEVER AGAIN""";;;
"Sat Nov 14 00:43:10 +0000 2015,""RT @theEDpharmacist: Another sponsor of the #HealthHackPHL @comcast @ComcastViper providing mentors and programming firepower https://t.co/�""";;;
"Fri Nov 13 20:13:11 +0000 2015,""@verizon my problem could have all been resolved TODAY if my tech hadn't snuck in and snuck out without notifying me...  thanks""";;;
"Fri Nov 13 18:36:45 +0000 2015,""Just got real free cell service with #ringplus https://t.co/0xjZnK3Flm Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 22:08:09 +0000 2015,""@VerizonSupport yes I did""";;;
"Fri Nov 13 18:14:55 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 18:41:22 +0000 2015,""@TMobile weaak ass service towers""";;;
"Sat Nov 14 01:27:00 +0000 2015,""Had trouble with reception earlier but #HealthHackPHL is going to be amazing! Speakers tonight from @JeffersonUniv @IBX @comcast @IBM   more""";;
"Fri Nov 13 23:30:35 +0000 2015,""Watch @SouthBeachFever w/ @JordiVilasuso @JacquelineMWood Created by Brian Hurwitz Dir @Joshua_Caldwell on @hulu #SouthBeach cc @ari_hurwitz""";;;
"Fri Nov 13 20:21:18 +0000 2015,""@VerizonSupport can someone call me ? Tech support?""";;;
"Fri Nov 13 18:31:06 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/Mv7waqsAe3""";;;
"Fri Nov 13 18:44:20 +0000 2015,""I love you @TMobile  I swear when people say they use any other network I wonder what's wrong with them. https://t.co/87c7Osi0Tc""";;;
"Fri Nov 13 19:28:40 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop� https://t.co/nECka4jIBx #Android""";;;
"Fri Nov 13 19:59:46 +0000 2015,""@VZWSupport note 4, no new apps or anything of that sort. Many friends that also have vzw have the same issues in the same general area""";;;
"Fri Nov 13 21:40:19 +0000 2015,""RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes   gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://�""";;
"Fri Nov 13 22:51:34 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:38:07 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:08:26 +0000 2015,""@ATT I have had my cell svc with AT T for yrs.Last wk found out it was under business acc. How did it get their. Who put it there?""";;
"Fri Nov 13 22:24:09 +0000 2015,""@TMobileHelp yall keep saying im using MB and i need to switch back to tmobile but it keeps going between att and tmobile""";;;
"Fri Nov 13 20:14:16 +0000 2015,"".@comcast can bill you after you close your acct, but you can't see the bill b/c it's on their site, which you lose access to after 1 month.""";;;
"Fri Nov 13 22:43:33 +0000 2015,""@comcastcares yes tried to get service on you're website and I gave up after a while""";;;
"Fri Nov 13 22:43:53 +0000 2015,""Watching Gotham: Mommy's Little Monster on @hulu  https://t.co/z35EluV3EW""";;;
"Fri Nov 13 22:29:28 +0000 2015,""RT @BrunoMarsUE: #YouTube #Video #BrunoMars #Live #LosAngeles #Tmobile November 10th  https://t.co/WUvINkL2UV""";;;
"Fri Nov 13 21:40:30 +0000 2015,""#Oswaldo thank you for your interest in Verizon $150 PIN +info: https://t.co/a0gnXnipNs #Verizon #recharge #refill # https://t.co/9piGTN3Sn5""";;;
"Fri Nov 13 20:21:17 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/edCbCBd58e""";;;
"Fri Nov 13 18:42:07 +0000 2015,""@MJs__Smile @ATT right in middle of @nbcdays service goes off. It came back on but this happens 3-4x a day.""";;;
"Fri Nov 13 22:00:38 +0000 2015,""C'mon, @VZWSupport. You call this LTE? https://t.co/xVo0w9OTLn""";;;
"Sat Nov 14 01:20:37 +0000 2015,""#Verizon to charge new $20 activation fee # https://t.co/tLcoyih3Fx""";;;
"Fri Nov 13 20:42:44 +0000 2015,""RT @JohnLegere: In case you're living under a big rock and missed it, video streams free on @TMobile with #BingeOn #UncarrierX :) https://t�""";;;
"Fri Nov 13 20:46:49 +0000 2015,""@verizon @ychamoon i cant believe u are ackting like you provide better customer serivce, look at your fees and increases on loyal customers""";;;
"Fri Nov 13 22:37:12 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/z1XF7uVS9b""";;;
"Sat Nov 14 01:48:57 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/AxafkFKeUq""";;;
"Fri Nov 13 19:36:08 +0000 2015,""#TMobile #LTE � How �Binge On� could blow up in T-Mobile�s face � I personally have very mixed feelings� https://t.co/V5A1XphQLJ #OtherTech""";;;
"Fri Nov 13 18:09:08 +0000 2015,""@comcast has THE most annoying website that I've come across.""";;;
"Fri Nov 13 18:33:31 +0000 2015,""Peace out @att Uverse! Hello @timewarnertv it is!""";;;
"Fri Nov 13 19:18:51 +0000 2015,""RT @AyeDeeJaye: @ATT @ATTCares I need an iPhone   the lady who said she would work on my account wont answer her phone or I can just cancel�""";;
"Fri Nov 13 21:44:13 +0000 2015,""@rc213 @TMobile @TMobileHelp We hear our buddies at Google are working on it!  That's really a question for them!""";;;
"Fri Nov 13 20:36:06 +0000 2015,""RT @ashleytisdale: Celebrating tonight with @TMobile and @JohnLegere #BingeOn https://t.co/8CSjo8Hnhx""";;;
"Sat Nov 14 01:35:04 +0000 2015,""@VerizonSupport that actually got everything working back the way it should! Thanks.""";;;
"Fri Nov 13 23:08:06 +0000 2015,""@comcastcares please fix the internet""";;;
"Fri Nov 13 20:16:16 +0000 2015,""Wow, So dang rude! 1st time I got such a rude tmo member, Slidell, La store #uncarrier #TMobile #doyourjob  #onhold https://t.co/BSeWc0fCJ5""";;;
"Fri Nov 13 19:35:43 +0000 2015,""@VerizonSupport A host of errors were made on an online order, that I do not believe I put in the order. . .""";;;
"Fri Nov 13 22:15:11 +0000 2015,""So, I've been watching @LastManFOX from the start on @hulu this week. This was an excellent life choice. #NoRegrets #AlmostCaughtUp""";;;
"Fri Nov 13 19:35:35 +0000 2015,""Just got real free cell service with #ringplus https://t.co/dxZNOvMXol Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT""";;;
"Fri Nov 13 20:04:07 +0000 2015,""@tmobile #musicfreedom soma.fm or https://t.co/XJc21Rotgd""";;;
"Fri Nov 13 19:34:55 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop� https://t.co/TJ2FuiZozy #Android""";;;
"Fri Nov 13 18:09:31 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 20:53:00 +0000 2015,""#Comcast is doing #HomeSecurity now so if ur house is being #Robbed they will get the #Police there on Tuesday betwen the hours of 8 and 12.""";;;
"Fri Nov 13 21:56:11 +0000 2015,""RT @SteveWithrowPBA: @JordanSpieth live the @ATT tribute the best so far !""";;;
"Sat Nov 14 00:24:31 +0000 2015,""RT: GigaRack1: Verizon Galaxy S5 Bootloader Has Been Unlocked  #verizon � #samsunggalaxy � #bootloader � https://t.co/a3PvZMECZB goo.g�""";;;
"Fri Nov 13 18:45:17 +0000 2015,""@ATT was no help either. Nothing done. We could have used that data to FaceTime my husband's dying mom. We weren't told we would lose data.""";;;
"Fri Nov 13 19:09:08 +0000 2015,""@VZWSupport Slow, dropped calls,  screen changes without asking, battery won't hold a charge, etc. Was going to SPRINT, ANOTHER rip off!""";;;
"Fri Nov 13 21:46:05 +0000 2015,""RT @awesome: .@comcast can bill you after you close your acct, but you can't see the bill b/c it's on their site, which you lose access to �""";;;
"Fri Nov 13 18:32:00 +0000 2015,""RT @JohnLegere: .@Verizon follows our lead to get rid of 2yr service contracts but then F* ^s it up with an activation fee. COME ON! https:�""";;
"Fri Nov 13 21:02:07 +0000 2015,""@VZWSupport unfortunately they are claiming I owe over 300,800.00 some dollars I have it recorded on video when I called to get service.""";;;
"Fri Nov 13 21:16:21 +0000 2015,"".@SlickChixCEO on #Periscope: SlickChix signs Deal with #TMobile BIG Thanks to John Legere https://t.co/foN9E5e93w""";;;
"Fri Nov 13 21:44:58 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:56:49 +0000 2015,""@verizonfios @VerizonSupport Are you watching the Fox news now""";;;
"Fri Nov 13 20:47:47 +0000 2015,""#hulu is open for programmatic advertising: https://t.co/RekhgayQYQ https://t.co/NrNGFIqI4u #ad #advertising #adweek #marketing""";;;
"Fri Nov 13 19:17:02 +0000 2015,""@ATT Yes, please send me details of the #StrongerSaturday gift - thanks!""";;;
"Fri Nov 13 22:13:44 +0000 2015,""@ATT Yay!! Just sent you a DM! #StrongerSaturday""";;;
"Sat Nov 14 00:13:12 +0000 2015,""I have just about had it with @verizon. Been a customer 10 yrs. and they jacking me around.""";;;
"Fri Nov 13 21:59:25 +0000 2015,""RT @ASomberMelody: I love you @TMobile  I swear when people say they use any other network I wonder what's wrong with them. https://t.co/87�""";;;
"Fri Nov 13 18:59:51 +0000 2015,""RT @PicheStephanie: #TMobile Catches the Binge-Bug https://t.co/XGOt0zEmGo Launches #UncarrierX w/ Private Bruno Mars Concert #EventRecap #�""";;;
"Fri Nov 13 20:33:36 +0000 2015,""#Verizon finally lands waiver necessary to launch Wi-Fi Calling https://t.co/JhRmdkrsTy #fcc #verizonwireless""";;;
"Sat Nov 14 00:22:36 +0000 2015,""If you have #Verizon cable service in the #Philadelphia area, you can see @FRANCE24 #Paris news coverage in English on channel 477.""";;;
"Fri Nov 13 22:03:56 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:27:31 +0000 2015,""@ATT @ATTCares you overcharge me for a YEAR and then only credit 3mo? Nice customer service-NOT. #boycottatt #attsucks #scam #ripoff #liars""";;;
"Sat Nov 14 01:51:40 +0000 2015,""And the @comcast tech support rep has spent most of chat trying to sell me a new plan despite not even having functioning wifi for 3 hrs.""";;;
"Fri Nov 13 23:03:49 +0000 2015,""@comcastcares did you get the info?""";;;
"Fri Nov 13 22:24:27 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:01:04 +0000 2015,""Fucking hate @TMobileHelp man""";;;
"Fri Nov 13 20:25:15 +0000 2015,""Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_support""";;;
"Fri Nov 13 23:52:00 +0000 2015,""#Verizon to charge new $20 activation fee #jobs #500K #: Verizon will begin charging certain customers a $20 a... https://t.co/NfMcD5rhdl""";;;
"Sat Nov 14 00:22:12 +0000 2015,""RT @JohnLegere: There should be a service like this for dumping your old carrier and coming to @TMobile. ";") https://t.co/nulH5NBfj5""";;
"Fri Nov 13 22:16:12 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:17:02 +0000 2015,""#BeFearless: Why Time Warner Said No to #Hulu &gt";&gt;"https://t.co/a0l3q2WfTX https://t.co/Dv9zJ1n2h6""";
"Fri Nov 13 18:48:32 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/IotfXa5EdX""";;;
"Fri Nov 13 20:31:39 +0000 2015,""@verizonsupport @verizonfios deleted ALL #DVR items w/software update. I can't watch what I paid to record so now I want my DVR fees back.""";;;
"Fri Nov 13 23:16:06 +0000 2015,"".@TVtibi @hulu @netflix @Netflixhelps @hulu_support @YahooScreen @YahooTV SAVE HART OF DIXIE SAVE BLUEBELL #SaveHartOfDixie #HartofDixie""";;;
"Sat Nov 14 01:03:35 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/CqBEJ5CNiI""";;;
"Fri Nov 13 21:37:58 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 20:20:15 +0000 2015,""JOIN THE FIGHT ON #DBZXB https://t.co/ENdxl92qqc FOR��  #team1�#att""";;;
"Fri Nov 13 20:53:17 +0000 2015,""@ATTCares @TheBotMovement I love you.""";;;
"Fri Nov 13 21:53:18 +0000 2015,""RT @JeromeBettis36: Having a great time @ShopSouthHills AT T signing my @ATT autograph card! #SteelersNation https://t.co/9HKVSG0O5b""";;
"Fri Nov 13 19:46:28 +0000 2015,""I'm a nation wide Dish AND Direct tv retailer! Call me if you're thinking of getting new service!!! 866-365-0347 #dish #direct ?""";;;
"Fri Nov 13 21:34:47 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 23:19:22 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/4ZA1jzsEYB""";;;
"Fri Nov 13 22:51:49 +0000 2015,""MY NEW TV SHOW IS COMING SOON! #ADayInTheLife! @rowdoggsent @netflix @hulu @vice @munchies hw_management https://t.co/WgJ2RQsyaY""";;;
"Fri Nov 13 23:17:58 +0000 2015,""@ATT later! I'm moving to @TMobile can't STAND THE data overages! ???""";;;
"Fri Nov 13 21:53:05 +0000 2015,""RT @ESPNCFB: Somersault, 1-handed catches   dramatic last second scores.  Check out several @ATT Strong Performancs from Wk 10 � https://t.�""";;
"Fri Nov 13 21:37:51 +0000 2015,""@comcastcares app regularly crashes when scrolling thru guide.""";;;
"Fri Nov 13 22:54:47 +0000 2015,""When your messages won't send or you won't receive anything @verizon love it ??""";;;
"Fri Nov 13 22:43:14 +0000 2015,""Just tried to transfer @ATT acct to wife's name so we can bundle @DIRECTVService. Told I can't transfer NEXT lines. #fail""";;;
"Fri Nov 13 23:44:58 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:21:27 +0000 2015,""""""Delivering the promise of the digital world."""" Shawn Strickland Video Products @verizon @WhartonMBACM @Wharton https://t.co/t8tWSSzbl5""";;;
"Fri Nov 13 22:17:38 +0000 2015,""@dish_answers no need. We are month to month no contract. Just gonna end the pain""";;;
"Fri Nov 13 22:24:05 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 22:39:30 +0000 2015,""RT @BarriDaniel: Crappy old horror movies are the best!  #Hulu #killerklownsfromouterspace https://t.co/xyZNTEDZNE""";;;
"Fri Nov 13 23:57:50 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 20:20:58 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/J2K57JMdQ1""";;;
"Sat Nov 14 01:37:05 +0000 2015,""@comcastcares it is 8498 38 007 1304073""";;;
"Fri Nov 13 23:13:22 +0000 2015,""@VZWSupport PLEASE HELP! Cannot make outbound calls. Its an emergency.""";;;
"Fri Nov 13 19:42:50 +0000 2015,""RT @HofD_: @ssssunnnyyyy @TVtibi @hulu @netflix bring #HartOfDixie back.A pecial show.Great stories!Great cast!Great friendships #SaveHartO�""";;;
"Sat Nov 14 01:40:43 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:14:01 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Sat Nov 14 00:33:13 +0000 2015,""@TMobileHelp definitely!""";;;
"Fri Nov 13 22:05:59 +0000 2015,""RT @eusoujuliano: Knife Game to Dethklok @hulu @adultswim @_brendonsmall: https://t.co/iBnklRcIWo via @YouTube""";;;
"Sat Nov 14 01:57:35 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/NdjLjTQ9W1 #Android https://t.co/wcPoUQzbWD""";;;
"Sat Nov 14 01:58:09 +0000 2015,""#Verizon #Tablet � Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE� https://t.co/3y8VNFIhER #Android https://t.co/VIGzTWak8y""";;;
"Fri Nov 13 22:23:45 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 18:53:05 +0000 2015,""RT @nathalia73: Night out with my bestie @ItsSkylerShaye Thanks @tmobile for an amazing night. #uncarrierx https://t.co/U5DEOF5ZnM""";;;
"Fri Nov 13 21:33:14 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:55:53 +0000 2015,""RT @jccaylen: NEW VIDEO on Monday #sponsored by @ATT w the new #HTCOneA9 !  whoop whoop!!? U can enter to win one here: https://t.co/GdWfAN�""";;;
"Fri Nov 13 18:55:35 +0000 2015,""#Verizon #Tablet � Verizon launches own-brand Ellipsis 10 tablet � To follow up� https://t.co/IuA2X5RiKE #Android https://t.co/WptgY9XZNG""";;;
"Fri Nov 13 21:07:46 +0000 2015,""@comcast can I watch the Rousey fight on two different TV's?""";;;
"Fri Nov 13 22:40:59 +0000 2015,""Shitty service @tmobile @tmobilepr https://t.co/Q7CZVC7rxM""";;;
"Fri Nov 13 19:03:12 +0000 2015,""5 reasons to use #SIPtrunking @ATT https://t.co/ObYm6MZa5b""";;;
"Fri Nov 13 23:23:50 +0000 2015,""@comcast CMON MAN""";;;
"Fri Nov 13 21:41:58 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:47:18 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Sat Nov 14 01:00:17 +0000 2015,""@comcast seriously, who was the brain child that thought it would be a great idea to do a maintenance outage on peak time!""";;;
"Fri Nov 13 19:11:30 +0000 2015,""@TMobile I'm on a next plan unfortunately and my iPhone 6 is locked..""";;;
"Fri Nov 13 22:50:47 +0000 2015,""@VZWSupport just wanted to give a huge thanks to Jacob for all his help in making a bad situation perfect!!! He is an asset for sure!""";;;
"Fri Nov 13 22:54:04 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 21:44:53 +0000 2015,""RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg""";;;
"Fri Nov 13 23:09:52 +0000 2015,""All about that binge, bout that binge, no throttle. @Meghan_Trainor @JohnLegere #BingeOn @TMobile""";;;
"Fri Nov 13 19:48:56 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/TQQpedyBMw""";;;
"Sat Nov 14 01:29:18 +0000 2015,""RT @TheAMAs: Tap """"Uptown Funk!"""" to vote for @BrunoMars   @MarkRonson for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.co/J9Dv�""";;
"Fri Nov 13 22:27:09 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:13:27 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/DwTGAN0DpX""";;;
"Fri Nov 13 22:58:56 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 01:42:04 +0000 2015,""@BKRansford @comcast @XFINITY @Pac12Networks Nope. They dont care on the East Coast""";;;
"Fri Nov 13 20:14:33 +0000 2015,""@VZWSupport done.""";;;
"Fri Nov 13 21:32:20 +0000 2015,""@VerizonNews Yeah, and you can get that watch for $200 less on @ATT""";;;
"Fri Nov 13 19:41:22 +0000 2015,""@TMobile @JohnLegere when will @BlackBerry #PRIV be available?  Or should I just purchase direct from BB?""";;;
"Fri Nov 13 22:47:19 +0000 2015,""@verizon screwed me over too. #nothanks""";;;
"Fri Nov 13 20:34:08 +0000 2015,""RT @Variety: ICYMI &gt";&gt;" @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4N�""";
"Fri Nov 13 21:43:56 +0000 2015,""@hulu @realmonaghan @aaronpaul_8 I can't wait to see #ThePath !""";;;
"Fri Nov 13 23:44:52 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Sat Nov 14 00:41:27 +0000 2015,""RT @Panthers: #Panthers fans, enter for a chance to win tickets, pregame passes   gear courtesy of @ATT! [https://t.co/Qgsmqj79PC] https://�""";;
"Fri Nov 13 23:25:47 +0000 2015,""@ATTCares customers shouldn't have to jump through hoops just because your stores don't stock enough phones.""";;;
"Fri Nov 13 23:47:50 +0000 2015,""@TMobile #BingeOn would be amazing to see @YouTube added to the list.""";;;
"Fri Nov 13 20:57:22 +0000 2015,""RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE""";;;
"Fri Nov 13 18:32:30 +0000 2015,""#Verizon Launches Ellipsis 10 #Tablet: Quad-Core Chip, LTE Support, #Android 5.1 Lollipop #: Verizon Wireless ... https://t.co/OB7WkuRCsb""";;;
"Sat Nov 14 00:25:49 +0000 2015,""I just entered to win the new #HTCOneA9 @ATT""";;;
"Fri Nov 13 21:35:55 +0000 2015,""This group of @tmobile new hires are ready for action in #GDCVA #HustleHard #BeenToEveryClass @kclipp11 @thayesnet https://t.co/UUsxyoNSK2""";;;
"Fri Nov 13 21:08:06 +0000 2015,""@ATTCares so send me a survey so i can give feedback.""";;;
"Fri Nov 13 19:53:22 +0000 2015,""@HouseGOP Get #Angry W/ @Comcast! Suspected #NSA #ACTIVITY @COPSOffice? @LorettaLynch? #Spying #InUSAHomes? https://t.co/u72Ve8n3mz #AskGOP""";;;
"Fri Nov 13 22:08:21 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/S5ANy4WtrF""";;;
"Fri Nov 13 20:32:55 +0000 2015,""RT CarlosMunoz034: Here is a throwback to my win at DetroitGP on May 30th, 2015! #INDYCAR #Verizon #Detroit #TBT � https://t.co/OYOzoLfH8R""";;;
"Sat Nov 14 01:55:07 +0000 2015,""RT @JoeTeslaKennedy: @comcastcares class action lawsuit. more bad publicity for #ConCast #BoycottComcast""";;;
"Fri Nov 13 18:32:29 +0000 2015,""RT @TheAMAs: Tap """"Where Are � Now"""" to vote @justinbieber @diplo   @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.�""";;
"Fri Nov 13 18:32:47 +0000 2015,""S/O to @verizon for hooking me up with this awesome galaxy S6 for a great deal!""";;;
"Fri Nov 13 19:38:30 +0000 2015,""RT @darkdoor: #Verizon to let customers in 65 countries use their domestic plans while abroad for $10/day - FierceWireless https://t.co/3AE�""";;;
"Fri Nov 13 18:17:35 +0000 2015,""Yo @TMobile put some towers or whatever in Georgia young bloods""";;;
"Fri Nov 13 21:18:23 +0000 2015,""RT @Variety: ICYMI &gt";&gt;" @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4N�""";
"Fri Nov 13 20:04:12 +0000 2015,""@VZWSupport Sorry, just made the switch. Your customer rep's rude comments over the phone was enough to push me to another company.""";;;
"Sat Nov 14 01:24:49 +0000 2015,""@TMobile Hey, can you add the @XFINITY TV Go app to your #BingeOn list??""";;;
"Fri Nov 13 19:15:00 +0000 2015,""@TMobileHelp Can you help me? Your tech team can't. Switched to @TMobile 14 days ago, can't receive incoming calls. 7 techs   still waiting.""";;
"Fri Nov 13 18:49:29 +0000 2015,"".@JohnLegere @verizon you charge $15 for a SIM card.""";;;
"Fri Nov 13 18:16:27 +0000 2015,""I want an iPhone but @ATT playin talking bout 6/17 which is not promised 2 me! But my God will mk a way He said dont mess with His annoited""";;;
"Fri Nov 13 18:28:03 +0000 2015,""@ATT lies to keep its customers""";;;
"Fri Nov 13 22:23:19 +0000 2015,""RT @freepress: Yesterday @freepress' own @JosephATorres urged the Philly City Council to demand more from #Comcast. Read more: https://t.co�""";;;
"Fri Nov 13 19:02:13 +0000 2015,""@verizon Does accessing Verizon email via a POP email client like Mac Mail count as accessing email? What does accessing actually mean?""";;;
"Fri Nov 13 22:53:40 +0000 2015,""#comcastcares: AutiMarie I am sorry for the poor experience. What's happening and how can I help? -Joe https://t.co/VB6fDdVA2p""";;;
"Fri Nov 13 23:23:47 +0000 2015,""I just checked in @ATT with #mPLACES  Download today!  https://t.co/48ryvxEddu""";;;
"Fri Nov 13 18:14:50 +0000 2015,""RT @RecordedFuture: Timeline of #Comcast data breach � accounts posted on dark Web for 13 days before official response. #ThreatIntel https�""";;;
"Fri Nov 13 18:25:13 +0000 2015,""@ATT Text function on mobile has not been working for 12 hours in Shingle Springs area in California 95682""";;;
"Sat Nov 14 00:29:37 +0000 2015,""@VZWSupport hello??? can you hear me now????""";;;
"Sat Nov 14 00:42:00 +0000 2015,""@VZWSupport I would like to report a Verizon cell service outage in Montrose, PA.""";;;
"Fri Nov 13 20:50:25 +0000 2015,""RT @erikpita1123: Love this class #team #bemagenta #tmobile #family  https://t.co/mUfpsTgIqQ""";;;
